"player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","fg_0019","fg_0019_sd","fg_2029","fg_2029_sd","fg_3039","fg_3039_sd","fg_4049","fg_4049_sd","fg_50","fg_50_sd","xp","xp_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","idp_solo","idp_solo_sd","idp_sack","idp_sack_sd","idp_int","idp_int_sd","idp_pd","idp_pd_sd","idp_td","idp_td_sd","draft_year","birthdate","injury_status","injury_details","season_year","week"
"Matt Breida","MIA","RB","13378","weighted",NA,NA,NA,NA,NA,NA,556.009200442152,105.280205654777,3.10158292136721,0.441366218458958,0.876400147383935,0.589864414115148,0.00973839351510685,0.0055374996838715,0.0973839351510686,0.055374996838715,29.827427229182,7.27507382243351,248.697593957259,63.3813796283686,1.25792129120035,0.344071413386528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,1995-02-28,NA,NA,NA,NA
"Royce Freeman","DEN","RB","13617","weighted",NA,NA,NA,NA,NA,NA,454.99540899042,188.853144544959,3.11991294629538,1.5694826214751,0.845536109064112,0.0720353257326454,0.0194767870302137,0.011074999367743,0,0,17.9826165254237,4.56566064959956,117.759576271186,35.8974135444278,0.395180242334552,0.42542451518782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1996-02-24,NA,NA,NA,NA
"Darrell Henderson","LAR","RB","14087","weighted",NA,NA,NA,NA,NA,NA,504.32635639413,110.001117953301,3.54417409336446,0.583711751180033,1.0453249475891,0.608496016138545,0,0,0,0,18.444117999401,5.2930213920604,167.525450733753,47.9147442117609,0.757196235094844,0.409263328975703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1970-01-01,"Q","Ankle",2019,0
"Alexander Mattison","MIN","RB","14223","weighted",NA,NA,NA,NA,NA,NA,359.182031130111,175.854050274527,2.17429279611519,0.904337903311323,0.546810917461361,0.276294362168182,0.0244163104242026,0.0129755652624714,0,0,13.117063831342,9.9994569977974,90.7253403485695,55.3679810612899,0.148614800689863,0.279553008275473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,NA,NA
"Dion Lewis","TEN","RB","10389","weighted",NA,NA,NA,NA,NA,NA,353.607914517318,162.406357863037,1.66396260364541,0.891668637822466,0.837203389830508,0.299945380692929,0,0,0.730379513633014,0.415312476290362,38.868568072955,11.8263029285659,296.084624170965,105.996312351802,1.0308810389338,0.269297782442858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,1990-09-27,NA,NA,NA,NA
"Dion Lewis","NYG","RB","10389","weighted",NA,NA,NA,NA,NA,NA,353.607914517318,162.406357863037,1.66396260364541,0.891668637822466,0.837203389830508,0.299945380692929,0,0,0.730379513633014,0.415312476290362,38.868568072955,11.8263029285659,296.084624170965,105.996312351802,1.0308810389338,0.269297782442858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,1990-09-27,NA,NA,NA,NA
"C.J. Anderson","DET","RB","11454","weighted",NA,NA,NA,NA,NA,NA,500.174804210526,102.104282857421,3.71313346011151,1.00228640003535,0.466821052631579,0.305660853362317,0,0,0,0,13.8418912280702,9.21008390535542,105.331237894737,61.3700695656868,0.165792683409693,0.278614340172804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,1991-02-10,NA,NA,NA,NA
"C.J. Anderson","FA","RB","11454","weighted",NA,NA,NA,NA,NA,NA,500.174804210526,102.104282857421,3.71313346011151,1.00228640003535,0.466821052631579,0.305660853362317,0,0,0,0,13.8418912280702,9.21008390535542,105.331237894737,61.3700695656868,0.165792683409693,0.278614340172804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,1991-02-10,NA,NA,NA,NA
"Buddy Howell","HOU","RB","13916","weighted",NA,NA,NA,NA,NA,NA,144.275210114389,237.283470553726,0.212206502107164,0.136664079895445,0.0418101545253863,0.0265256457691591,0.0239313666465984,0.0185093720112464,0,0,3.29859121011439,2.31102823241155,52.9638013245033,48.4673525933356,0.16842865743528,0.133280877952677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1970-01-01,NA,NA,NA,NA
"Gus Edwards","BAL","RB","13850","weighted",NA,NA,NA,NA,NA,NA,435.736457048911,180.058223543192,2.45048499794492,1.28366068715485,0.702355117139334,0.307985680604427,0.262120838471023,0.159493550877495,0,0,3.5958857377723,1.8617533934055,27.090649404028,13.1875708727648,0.0454870530209618,0.0813309515777212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1995-04-13,NA,NA,NA,NA
"Tony Pollard","DAL","RB","14085","weighted",NA,NA,NA,NA,NA,NA,334.186595418174,152.437129740178,2.05117825976787,0.853180488783954,0.834601775731667,0.5718871931055,0.0292995725090431,0.0155706783149657,0,0,21.8762015418905,8.05937120379597,159.515149621835,75.4895072370581,0.658887447610117,0.765565066517612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1997-04-30,NA,NA,NA,NA
"Jay Ajayi","FA","RB","12154","weighted",NA,NA,NA,NA,NA,NA,255.831683168317,290.161784748036,0,0,0,0,0,0,0,0,0,0,39.6980198019802,45.0251045298677,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,1993-06-15,NA,NA,NA,NA
"DOnta Foreman","FA","RB","13134","weighted",NA,NA,NA,NA,NA,NA,261.304526748971,409.414826307011,1.80521262002743,2.82842712474619,0,0,0,0,0,0,9.02606310013717,14.1421356237309,75.3676268861454,118.086832458153,0.451303155006859,0.707106781186547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,1996-04-24,"O","Biceps",2019,0
"Frank Gore","BUF","RB","7877","weighted",NA,NA,NA,NA,NA,NA,379.796350516415,124.871968104181,1.92740071823888,0.757750794588925,0.327433419402434,0.318082193753818,0.0146071560309849,0.00831088664660798,0,0,12.094520933235,1.7360460890931,105.931718922907,29.5588216790173,0.127231543603346,0.210976397601391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,1983-05-14,NA,NA,NA,NA
"Frank Gore","NYJ","RB","7877","weighted",NA,NA,NA,NA,NA,NA,379.796350516415,124.871968104181,1.92740071823888,0.757750794588925,0.327433419402434,0.318082193753818,0.0146071560309849,0.00831088664660798,0,0,12.094520933235,1.7360460890931,105.931718922907,29.5588216790173,0.127231543603346,0.210976397601391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,1983-05-14,NA,NA,NA,NA
"Carlos Hyde","HOU","RB","11657","weighted",NA,NA,NA,NA,NA,NA,385.94033322372,111.67601327443,2.9946848615969,1.58604430792067,0.783884248602433,0.144387357337953,0.00976652416968103,0.00519022610498857,0,0,12.6588191019036,5.50979269550268,90.2472870766195,53.03837320366,0.207014338674159,0.339298552098199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1991-09-20,"Q","Shoulder - Labrum",2019,0
"Carlos Hyde","SEA","RB","11657","weighted",NA,NA,NA,NA,NA,NA,385.94033322372,111.67601327443,2.9946848615969,1.58604430792067,0.783884248602433,0.144387357337953,0.00976652416968103,0.00519022610498857,0,0,12.6588191019036,5.50979269550268,90.2472870766195,53.03837320366,0.207014338674159,0.339298552098199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1991-09-20,"Q","Shoulder - Labrum",2019,0
"Dare Ogunbowale","TB","RB","13148","weighted",NA,NA,NA,NA,NA,NA,128.372914580808,163.99154566054,0.838892782491086,0.578403088572949,0.0336599040944301,0.0368814253150154,0.0243452600516415,0.0138514777443466,0,0,10.3997233493176,6.03524657151979,99.965888509775,77.4484949945023,0.206182747536491,0.277012143337092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,1994-05-04,NA,NA,NA,NA
"Ito Smith","ATL","RB","13768","weighted",NA,NA,NA,NA,NA,NA,366.682394988946,71.8162404146971,2.66686574464477,1.07190607482215,0.473609985261606,0.285811872103084,0.0146075902726603,0.00830624952580724,0,0,28.1815618091378,5.20512931563354,181.077457627119,58.3568476713217,0.676126663094324,0.503842129854605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1995-09-11,NA,NA,NA,NA
"Darwin Thompson","KC","RB","14284","weighted",NA,NA,NA,NA,NA,NA,233.34211409396,152.08649091971,1.251985853002,0.911351182663163,0.42489408557047,0.308642640175856,0.0242554530201342,0.0149246080749363,0,0,12.8978643336529,5.95097947941564,99.3808263422819,52.8972565316061,0.342235542373848,0.401584488221821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,NA,NA
"Damien Harris","NE","RB","14075","weighted",NA,NA,NA,NA,NA,NA,306.459257550336,126.467728523025,2.51740111238797,0.943883452454567,0.91376677852349,0.57215647693936,0.0194043624161074,0.011939686459949,0,0,8.7618618168744,5.2014742610546,94.2416862416107,84.0312462857462,0.273283796740173,0.360137757358542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1970-01-01,NA,NA,NA,NA
"Boston Scott","FA","RB","13814","weighted",NA,NA,NA,NA,NA,NA,233.536873781676,180.812722315738,2.34108918128655,2.06700666359597,0.466435185185185,0.339955160551837,0,0,0,0,16.1466471734893,14.0817941324807,137.387514619883,125.632164774898,0.52817738791423,0.463296982861123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1995-04-27,NA,NA,NA,NA
"Boston Scott","PHI","RB","13814","weighted",NA,NA,NA,NA,NA,NA,233.536873781676,180.812722315738,2.34108918128655,2.06700666359597,0.466435185185185,0.339955160551837,0,0,0,0,16.1466471734893,14.0817941324807,137.387514619883,125.632164774898,0.52817738791423,0.463296982861123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1995-04-27,NA,NA,NA,NA
"Chase Edmonds","ARI","RB","13726","weighted",NA,NA,NA,NA,NA,NA,279.308488435822,110.188354083121,1.88817703506886,1.37663593963364,0.395886879316014,0.275093588510975,0.0146497862545215,0.00778533915748285,0,0,17.9863330775695,2.9584930122109,129.86276224926,10.4126956626234,0.521962437810723,0.455749420575235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1996-04-13,NA,NA,NA,NA
"Malcolm Brown","LAR","RB","12386","weighted",NA,NA,NA,NA,NA,NA,275.217120464759,128.320802507684,2.04832473869957,0.949349235140933,0.0691561986188754,0.0978796683489296,0,0,0,0,7.72861777923929,3.62288094927408,55.3917033870437,27.5283104735336,0.139716185231267,0.234639802724497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,1993-05-15,NA,NA,NA,NA
"Jamaal Williams","GB","RB","13139","weighted",NA,NA,NA,NA,NA,NA,372.891039056743,86.0528020118623,2.35832943236651,0.792052072129948,0.513878653893392,0.281317576012403,0.0146075902726603,0.00830624952580724,0,0,25.4522683308769,2.52986083397809,191.580062638172,34.1234358395014,1.1295355339121,0.657511368298785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA
"Tarik Cohen","CHI","RB","13290","weighted",NA,NA,NA,NA,NA,NA,342.016723665461,69.4415446486107,2.20875250121427,0.861372740338595,1.70875896086814,0.495121250723944,0.00976652416968103,0.00519022610498857,0.645856626109832,0.241345513881968,65.5287339690891,9.18942616016425,552.512624136797,107.889420243717,3.17493774455237,0.519583368803191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,1995-07-26,NA,NA,NA,NA
"Ryquell Armstead","JAC","RB","14093","weighted",NA,NA,NA,NA,NA,NA,254.108306569343,162.632801565657,1.39861719383617,0.814316706971366,0.434021897810219,0.338306960859377,0.0241362530413625,0.0163047515763495,0,0,11.279502838605,6.62216121552667,89.1796301703163,61.3226719153674,0.591698296836983,0.750652604722487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,NA,NA
"Jaylen Samuels","PIT","RB","13613","weighted",NA,NA,NA,NA,NA,NA,296.459528371408,93.839703364368,1.58243139962256,0.949936850401829,0.470886145910096,0.286320384545062,0.0194767870302137,0.011074999367743,0,0,33.4060952468681,10.5116872072066,278.744347826087,112.48943054661,1.63278157703125,0.664428962823752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1996-07-20,NA,NA,NA,NA
"Jalen Richard","OAK","RB","12912","weighted",NA,NA,NA,NA,NA,NA,263.839959469418,66.827957071506,1.42565402647828,0.476418459447843,1.77378131908622,1.13932667311672,0,0,0.0486919675755343,0.0276874984193575,45.5921034450995,14.38048491553,411.69402358143,136.981892786921,1.30753274207364,0.906824657548758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,1993-10-15,NA,NA,NA,NA
"Jalen Richard","LVR","RB","12912","weighted",NA,NA,NA,NA,NA,NA,263.839959469418,66.827957071506,1.42565402647828,0.476418459447843,1.77378131908622,1.13932667311672,0,0,0.0486919675755343,0.0276874984193575,45.5921034450995,14.38048491553,411.69402358143,136.981892786921,1.30753274207364,0.906824657548758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,1993-10-15,NA,NA,NA,NA
"Benny Snell","PIT","RB","14072","weighted",NA,NA,NA,NA,NA,NA,180.364701240135,147.008992944411,1.04308906426156,1.25710270232657,0.522923712889891,0.365878469127849,0,0,0,0,4.12444193912063,4.47472480069376,32.8234160090192,35.26205955513,0.11435174746336,0.271731830535106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1970-01-01,NA,NA,NA,NA
"Jerick McKinnon","SF","RB","11761","weighted",NA,NA,NA,NA,NA,NA,241.22088115942,165.158674404524,1.74067246376812,1.34366641631843,1.00544927536232,0.737003158964063,0,0,0,0,16.0092637681159,13.0460721733376,131.023779710145,108.558299214013,0.650515942028985,0.479772287986558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1992-05-03,NA,NA,NA,NA
"Isaiah Crowell","OAK","RB","11668","weighted",NA,NA,NA,NA,NA,NA,183.044381491974,199.112746734989,0.933899905571294,1.0158813608928,0,0,0,0,0,0,9.80594900849858,10.6667542893744,71.443342776204,77.7149241082993,0.466949952785647,0.5079406804464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1993-01-08,"Q","Achilles",2019,0
"Isaiah Crowell","FA","RB","11668","weighted",NA,NA,NA,NA,NA,NA,183.044381491974,199.112746734989,0.933899905571294,1.0158813608928,0,0,0,0,0,0,9.80594900849858,10.6667542893744,71.443342776204,77.7149241082993,0.466949952785647,0.5079406804464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1993-01-08,"Q","Achilles",2019,0
"James White","NE","RB","11747","weighted",NA,NA,NA,NA,NA,NA,281.797511783405,72.4112307566435,2.08751978528184,0.687831134006779,0.300915488326208,0.31207578022542,0.258812890496547,0.137540991782197,0,0,68.7812466659359,11.3775608668915,613.582726076948,93.5768097355334,3.93289627770557,0.739985086767542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1992-02-03,NA,NA,NA,NA
"Mike Weber","FA","RB","14077","weighted",NA,NA,NA,NA,NA,NA,126.89603960396,196.415716970886,0.464851485148515,0.521228348679118,0,0,0,0,0,0,0.92970297029703,1.04245669735824,21.5792079207921,30.3900700268729,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1970-01-01,NA,NA,NA,NA
"Jordan Wilkins","IND","RB","13789","weighted",NA,NA,NA,NA,NA,NA,195.145256103399,135.617751855651,1.23408808042125,1.17724589912112,0.0741311632359981,0.0459643506491232,0.0144901866921972,0.00969791411869572,0,0,9.46756342747726,9.10308668010304,62.5870512206798,59.2672147233184,0.0530780277644806,0.0884072002269982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1994-07-18,NA,NA,NA,NA
"Bilal Powell","NYJ","RB","10369","weighted",NA,NA,NA,NA,NA,NA,164.871704459562,116.190727702704,0.695193250032588,0.806836385037446,0.424744897959184,0.407580585165362,0,0,0,0,10.2017361111111,5.00455394186898,87.5419075963719,44.3996788363284,0.325904608444694,0.41171117169635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,1988-10-27,NA,NA,NA,NA
"Bilal Powell","FA","RB","10369","weighted",NA,NA,NA,NA,NA,NA,164.871704459562,116.190727702704,0.695193250032588,0.806836385037446,0.424744897959184,0.407580585165362,0,0,0,0,10.2017361111111,5.00455394186898,87.5419075963719,44.3996788363284,0.325904608444694,0.41171117169635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,1988-10-27,NA,NA,NA,NA
"Jeffery Wilson","FA","RB","14017","weighted",NA,NA,NA,NA,NA,NA,177.925970798385,171.68131752815,1.29158434296365,2.28286212408509,0.958030444237341,1.02065888795352,0.0186766076421249,0.0201618033864503,0,0,5.71201304753029,5.79461714327209,56.1068406337372,59.6738351691528,0.150242311276794,0.277217208546423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1970-01-01,NA,NA,NA,NA
"Jeffery Wilson","SF","RB","14017","weighted",NA,NA,NA,NA,NA,NA,177.925970798385,171.68131752815,1.29158434296365,2.28286212408509,0.958030444237341,1.02065888795352,0.0186766076421249,0.0201618033864503,0,0,5.71201304753029,5.79461714327209,56.1068406337372,59.6738351691528,0.150242311276794,0.277217208546423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1970-01-01,NA,NA,NA,NA
"Ty Montgomery","NYJ","RB","12261","weighted",NA,NA,NA,NA,NA,NA,159.772889476778,111.819980265893,0.945757440496779,0.436749281070247,0.425555555555556,0.496612597764885,0,0,0.0388312757201646,0.0236435093869288,20.4109300411523,11.2989817112907,165.823563786008,88.9930225562502,0.5819670781893,0.454391850142876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,1993-01-22,NA,NA,NA,NA
"Ty Montgomery","NO","RB","12261","weighted",NA,NA,NA,NA,NA,NA,159.772889476778,111.819980265893,0.945757440496779,0.436749281070247,0.425555555555556,0.496612597764885,0,0,0.0388312757201646,0.0236435093869288,20.4109300411523,11.2989817112907,165.823563786008,88.9930225562502,0.5819670781893,0.454391850142876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,1993-01-22,NA,NA,NA,NA
"Nyheim Hines","IND","RB","13622","weighted",NA,NA,NA,NA,NA,NA,262.048706565823,62.3688930631319,1.91379158435751,0.658991840821391,0.38074580730023,0.282076924493053,0.0146497862545215,0.00778533915748285,0,0,46.6158376265117,13.3889511338063,372.875744820783,115.784812945331,1.81734413249006,1.29657278448529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1996-11-12,NA,NA,NA,NA
"Giovani Bernard","CIN","RB","11193","weighted",NA,NA,NA,NA,NA,NA,268.550269648142,45.7485586055321,1.76993514967604,0.416709170424343,0.404636632686616,0.301243220975134,0,0,0,0,35.728901311703,8.3288842656146,270.487645511345,65.1146008596163,0.849653315285866,0.347389583729814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,1991-11-22,NA,NA,NA,NA
"Jordan Scarlett","CAR","RB","14094","weighted",NA,NA,NA,NA,NA,NA,108.714534342258,128.918345947169,0.503040745052386,0.496837784836949,0.00383391540551028,0.0036891863082573,0.0239668218859139,0.0182045644726455,0,0,6.04173923166473,5.11233616378309,47.9340570430733,35.7431185852854,0.07623282887078,0.146399370994726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,NA,NA
"Brian Hill","ATL","RB","13240","weighted",NA,NA,NA,NA,NA,NA,249.018227229147,33.1962118677467,1.69306867650238,0.54397044298901,0.699652444870566,0.521639258788275,0.0193192713326941,0.0129400518151054,0,0,6.58089884947267,5.13246906103029,50.4740292425695,39.130467504526,0.191347874720358,0.274973476887806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,1995-11-09,NA,NA,NA,NA
"Rex Burkhead","NE","RB","11182","weighted",NA,NA,NA,NA,NA,NA,203.673552536232,88.0222652147681,1.80663009150028,0.843386614617308,0.601893115942029,0.297226995968207,0,0,0,0,17.6319311594203,7.89810451057633,161.927126811594,77.5104693938608,0.55181884057971,0.464545361085446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,1990-07-02,NA,NA,NA,NA
"Chris Thompson","WAS","RB","11186","weighted",NA,NA,NA,NA,NA,NA,174.675521210128,66.7145729593802,0.646971343043752,0.454284267577993,0.361427162117724,0.29747331617614,0,0,0,0,48.1634988490628,12.9108268848859,364.760394607037,62.4546194676191,1.27949225883116,0.581916351346543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,1990-10-20,NA,NA,NA,NA
